CODCONTA,CODMOV,CODTIPMOV,DATA,VALOR,OBS,DOCUMENTO,CODFORNEC,DATAEMISSAO,MES,IDREMESSA,VINCULADO,SALDOANT,SALDOATUAL,CODCAIXA_LANC,IDCODDESP_LANC,DEPOSITO_VINC,DESBLOQ_DEP,SELECIONADO,ORIGEM_LANC,ORIGEM_IDLANC,CONC_CONCILIADO,CONC_DATA,CONC_NUMERO,CONC_VALOR,CONC_OPERACAO,CONC_TIPOCONC
7,8816,99,2025-03-14,50,Transferência bancária (entre contas) PI,,0,,03/2025,0,0,,,,6721,,,,,,1,2025-03-14,2025031415000,50,-,3
7,8817,99,2025-03-14,1,Pagamento de terceiros - FACEMS/NAV TARI,,0,,03/2025,0,0,,,,6722,,,,,,1,2025-03-14,202503141100,1,-,3
7,8818,99,2025-03-14,49,BB RENDE FÁCIL - RENDE FACIL,9903,,,03/2025,0,0,0,0,0,6723,0,,0,,,1,2025-03-14,2025031414900,49,-,2
5,8819,99,2025-03-06,700,PIX - ENVIADO - 06/03 15:21 ANA PAULA MA,30601,,,03/2025,0,0,0,0,0,6724,0,,0,,,1,2025-03-06,20250306170000,700,-,2
7,8820,4,2025-03-17,24229.94,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1659,1,2025-03-17,202503170242299,24229.94,+,3
7,8821,99,2025-03-17,58.37,Tarifas bancárias TEFLEFONICA BRASIL,,0,,03/2025,0,0,,,,6725,,,,,,1,2025-03-17,2025031715837,58.37,-,3
7,8822,99,2025-03-17,11037.82,PIX - ENVIADO - 17/03 14:37 BANCO DO BRA,31702,,,03/2025,0,0,0,0,0,6726,0,,0,,,1,2025-03-17,202503171110378,11037.82,-,2
7,8823,99,2025-03-17,59,Pagamento de terceiros - FACEMS/NAV IZAB,,0,,03/2025,0,0,,,,6727,,,,,,1,2025-03-17,2025031715900,59,-,3
7,8824,99,2025-03-17,2351.48,Pagamento de terceiros - CEI/ITAQ HONORA,,0,,03/2025,0,0,,,,6728,,,,,,1,2025-03-17,202503171235148,2351.48,-,3
7,8825,99,2025-03-17,210.18,Energia elétrica CONTA ENERGIA,,0,,03/2025,0,0,,,,6729,,,,,,1,2025-03-17,20250317121018,210.18,-,3
7,8826,99,2025-03-17,2982.2,Honorário Contábil  HONORARIOS CN,,0,,03/2025,0,0,,,,6730,,,,,,1,2025-03-17,202503171298220,2982.2,-,3
7,8827,99,2025-03-17,1434.86,Pagamento de salario(Cei) FGTS EM ABERTO,,0,,03/2025,0,0,,,,6731,,,,,,1,2025-03-17,202503171143486,1434.86,-,3
7,8828,99,2025-03-17,109.99,Pagamento de terceiros - FACEMS/DOU CONT,,0,,03/2025,0,0,,,,6732,,,,,,1,2025-03-17,20250317110999,109.99,-,3
7,8829,99,2025-03-17,1495.16,Pagamento de salario(Cei) FGTS SARA DOS ,,0,,03/2025,0,0,,,,6733,,,,,,1,2025-03-17,202503171149516,1495.16,-,3
7,8830,99,2025-03-17,180,Pagamento de terceiros - FACEMS/NAV RODA,,0,,03/2025,0,0,,,,6734,,,,,,1,2025-03-17,20250317118000,180,-,3
7,8831,99,2025-03-17,518.86,Direitos de uso de softwares SISTEMA COL,,0,,03/2025,0,0,,,,6735,,,,,,1,2025-03-17,20250317151886,518.86,-,3
7,8832,99,2025-03-17,230,Pagamento de terceiros - FACEMS/LAB PRO ,,0,,03/2025,0,0,,,,6736,,,,,,1,2025-03-17,20250317123000,230,-,3
7,8833,99,2025-03-17,112.1,Pagamento de terceiros - FACEMS/ITAQ UES,,0,,03/2025,0,0,,,,6737,,,,,,1,2025-03-17,20250317111210,112.1,-,3
7,8834,99,2025-03-17,59,Pagamento de terceiros - FACEMS/NAV EDUA,,0,,03/2025,0,0,,,,6738,,,,,,1,2025-03-17,202503171590011,59,-,3
7,8835,99,2025-03-17,59,Pagamento de terceiros - FACEMS/NAV ISAB,,0,,03/2025,0,0,,,,6739,,,,,,1,2025-03-17,202503171590021,59,-,3
7,8836,99,2025-03-17,59,Pagamento de terceiros - FACEMS/NAV GABR,,0,,03/2025,0,0,,,,6740,,,,,,1,2025-03-17,202503171590031,59,-,3
7,8837,99,2025-03-17,59,Pagamento de terceiros - FACEMS/DOU EDUA,,0,,03/2025,0,0,,,,6741,,,,,,1,2025-03-17,202503171590041,59,-,3
7,8838,99,2025-03-17,59,Pagamento de terceiros - FACEMS/DOU THAT,,0,,03/2025,0,0,,,,6742,,,,,,1,2025-03-17,202503171590051,59,-,3
7,8839,99,2025-03-17,59,Pagamento de terceiros - FACEMS/DOU DENI,,0,,03/2025,0,0,,,,6743,,,,,,1,2025-03-17,202503171590061,59,-,3
7,8840,99,2025-03-17,59,Pagamento de terceiros - FACEMS/DOU DAIA,,0,,03/2025,0,0,,,,6744,,,,,,1,2025-03-17,202503171590071,59,-,3
7,8841,99,2025-03-17,59,Pagamento de terceiros - FACEMS/DOU EDIV,,0,,03/2025,0,0,,,,6745,,,,,,1,2025-03-17,202503171590081,59,-,3
7,8843,99,2025-03-17,389.63,Pagamento de terceiros - FACEMS/DOU DIST,,0,,03/2025,0,0,,,,6747,,,,,,1,2025-03-17,20250317138963,389.63,-,3
7,8844,99,2025-03-17,1.78,Pagamento de terceiros - FACEMS/NAV TARI,,0,,03/2025,0,0,,,,6748,,,,,,1,2025-03-17,202503171178,1.78,-,3
7,8845,99,2025-03-17,1619.94,BB RENDE FÁCIL - RENDE FACIL,9903,,,03/2025,0,0,0,0,0,6749,0,,0,,,1,2025-03-17,202503171161994,1619.94,-,2
6,8929,4,2025-03-20,553.16,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1665,1,2025-03-20,20250320055316,553.16,+,3
6,8930,4,2025-03-20,214.89,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1666,1,2025-03-20,20250320021489,214.89,+,3
2,8870,4,2025-03-18,32000,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1661,1,2025-03-18,17221357332,32000,+,3
2,8871,5,2025-03-18,1700,RECEBIMENTO PIX-PIX_CRED  08645287000119,,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-18,17221468758,1700,+,2
6,9496,99,2025-04-25,66.2,Pagamento de terceiros - CEI/ITAQ TARIFA,,0,,04/2025,0,0,,,,7281,,,,,,1,2025-04-25,2025042516620,66.2,-,3
2,8872,4,2025-03-18,240,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1662,1,2025-03-18,17225687946,240,+,3
2,8873,99,2025-03-18,139.12,Material de expediente (csp) COMPRA DE P,,0,,03/2025,0,0,,,,6773,,,,,,1,2025-03-18,17226870344,139.12,-,3
5,8847,4,2025-03-17,23950.35,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1660,1,2025-03-17,202503170239503,23950.35,+,3
5,8848,99,2025-03-17,921.54,Direitos de uso de softwares PONTO ELETR,,0,,03/2025,0,0,,,,6751,,,,,,1,2025-03-17,20250317192154,921.54,-,3
5,8849,99,2025-03-17,514,Pagamento de terceiros - FACEMS/NAV DEDE,,0,,03/2025,0,0,,,,6752,,,,,,1,2025-03-17,20250317151400,514,-,3
5,8850,99,2025-03-17,2000,Transferência bancária (entre contas) TR,,0,,03/2025,0,0,,,,6753,,,,,,1,2025-03-17,202503171200000,2000,-,3
5,8851,99,2025-03-17,345,Serviços prestados (csp) DEDETIZAÇÃO CN,,0,,03/2025,0,0,,,,6754,,,,,,1,2025-03-17,20250317134500,345,-,3
5,8852,99,2025-03-17,280,Pagamento de terceiros - FACEMS/LAB DEDE,,0,,03/2025,0,0,,,,6755,,,,,,1,2025-03-17,20250317128000,280,-,3
5,8853,99,2025-03-17,182,Material de expediente (csp) COMPRA EMBA,,0,,03/2025,0,0,,,,6756,,,,,,1,2025-03-17,20250317118200,182,-,3
5,8854,99,2025-03-17,770,Pagamento de terceiros - CEI/ITAQ 11 ATE,,0,,03/2025,0,0,,,,6757,,,,,,1,2025-03-17,20250317177000,770,-,3
5,8855,99,2025-03-17,861.75,Agua e esgotos (csp) CONTA AGUA,,0,,03/2025,0,0,,,,6758,,,,,,1,2025-03-17,20250317186175,861.75,-,3
5,8856,99,2025-03-17,573.46,Salario Base (csp) 1/3 FERIAS JULIA FERN,,0,,03/2025,0,0,,,,6759,,,,,,1,2025-03-17,20250317157346,573.46,-,3
5,8857,99,2025-03-17,3916,Pagamento Salario(Facems) 3 MIL SALARIO ,,0,,03/2025,0,0,,,,6760,,,,,,1,2025-03-17,202503171391600,3916,-,3
2,8874,99,2025-03-18,338.07,Serviços prestados (csp) DEDETIZAÇÃO CN ,,0,,03/2025,0,0,,,,6774,,,,,,1,2025-03-18,17227015745,338.07,-,3
5,8863,99,2025-03-17,879.92,Serviços prestados (csp) PLANO DE SAUDE,,0,,03/2025,0,0,,,,6766,,,,,,1,2025-03-17,20250317187992,879.92,-,3
5,8859,99,2025-03-17,211,Pagamento Salario(Facems) DIFERENÇA SALA,,0,,03/2025,0,0,,,,6762,,,,,,1,2025-03-17,20250317121100,211,-,3
5,8860,99,2025-03-17,875,Pagamento Salario(Facems) DIFERENÇA SALA,,0,,03/2025,0,0,,,,6763,,,,,,1,2025-03-17,20250317187500,875,-,3
5,8861,99,2025-03-17,477.5,Pagamento de terceiros - FACEMS/NAV CONF,,0,,03/2025,0,0,,,,6764,,,,,,1,2025-03-17,20250317147750,477.5,-,3
5,8862,99,2025-03-17,45,Pagamento de terceiros - FACEMS/NAV DESP,,0,,03/2025,0,0,,,,6765,,,,,,1,2025-03-17,2025031714500,45,-,3
2,8875,99,2025-03-18,2077,Outros Materiais Didaticos COMPRA MATERI,,0,,03/2025,0,0,,,,6775,,,,,,1,2025-03-18,17227015779,2077,-,3
2,8876,99,2025-03-18,59,Pagamento de terceiros - FACEMS/ITAQ EST,,0,,03/2025,0,0,,,,6776,,,,,,1,2025-03-18,17227015845,59,-,3
2,8877,99,2025-03-18,59,Pagamento de terceiros - FACEMS/ITAQ JOS,,0,,03/2025,0,0,,,,6777,,,,,,1,2025-03-18,17227015902,59,-,3
2,8878,99,2025-03-18,100,Doações DOAÇAO,,0,,03/2025,0,0,,,,6778,,,,,,1,2025-03-18,17227035852,100,-,3
2,8879,99,2025-03-18,1300,Transferência bancária (entre contas) TR,,0,,03/2025,0,0,,,,6779,,,,,,1,2025-03-18,17227044996,1300,-,3
2,8880,99,2025-03-18,180,Manutenção e conservação predial (csp) C,,0,,03/2025,0,0,,,,6780,,,,,,1,2025-03-18,17227059595,180,-,3
2,8881,99,2025-03-18,59,Pagamento de terceiros - FACEMS/ITAQ LUC,,0,,03/2025,0,0,,,,6781,,,,,,1,2025-03-18,17227059626,59,-,3
2,8882,99,2025-03-18,492,Pagamento de terceiros - FACEMS/NAV CONF,,0,,03/2025,0,0,,,,6782,,,,,,1,2025-03-18,17227059660,492,-,3
2,8883,99,2025-03-18,412.89,Outros Materiais Didaticos COMPRA MATERI,,0,,03/2025,0,0,,,,6783,,,,,,1,2025-03-18,17227059662,412.89,-,3
2,8884,99,2025-03-18,59,Pagamento de terceiros - FACEMS/ITAQ RAF,,0,,03/2025,0,0,,,,6784,,,,,,1,2025-03-18,17227059876,59,-,3
2,8885,99,2025-03-18,59,Pagamento de terceiros - FACEMS/ITAQ WES,,0,,03/2025,0,0,,,,6785,,,,,,1,2025-03-18,17227059929,59,-,3
2,8886,99,2025-03-18,11000,Transferência bancária (entre contas) TR,,0,,03/2025,0,0,,,,6786,,,,,,1,2025-03-18,17227072393,11000,-,3
2,8887,99,2025-03-18,59,Pagamento de terceiros - FACEMS/NAV MARC,,0,,03/2025,0,0,,,,6787,,,,,,1,2025-03-18,17227075950,59,-,3
2,8888,99,2025-03-18,980,Pro-labore ABATER EMPRESTIMO MARIA DO SO,,0,,03/2025,0,0,,,,6788,,,,,,1,2025-03-18,17227791246,980,-,3
2,8889,99,2025-03-18,6348.74,Pro-labore PAG. BOLETOS BRADESCO ELAINE,,0,,03/2025,0,0,,,,6789,,,,,,1,2025-03-18,17228225261,6348.74,-,3
2,8890,99,2025-03-18,1.54,Tarifas bancárias TARIFA COM RECEBIMETO ,,0,,03/2025,0,0,,,,6790,,,,,,1,2025-03-18,17231292777,1.54,-,3
2,8891,99,2025-03-19,50,Tarifas bancárias ADIANTEMENTO DEPOSITAN,,0,,03/2025,0,0,,,,6791,,,,,,1,2025-03-19,17232013854,50,-,3
2,8892,99,2025-03-19,760,Transferência bancária (entre contas) CO,,0,,03/2025,0,0,,,,6792,,,,,,1,2025-03-19,17235952763,760,-,3
2,8893,99,2025-03-19,1210,Transferência bancária (entre contas) TR,,0,,03/2025,0,0,,,,6793,,,,,,1,2025-03-19,17235952804,1210,-,3
2,8894,99,2025-03-19,80,Salario Base (csp) GESSICA COSTA MUNIZ,,0,,03/2025,0,0,,,,6794,,,,,,1,2025-03-19,17236045334,80,-,3
2,8895,99,2025-03-19,279.47,Pagamento de terceiros - FACEMS/NAV RECA,,0,,03/2025,0,0,,,,6795,,,,,,1,2025-03-19,17236045411,279.47,-,3
2,8896,99,2025-03-19,40,Salario Base (csp) PAG PROVA DAMARYS GRA,,0,,03/2025,0,0,,,,6796,,,,,,1,2025-03-19,17236061694,40,-,3
2,8897,99,2025-03-19,120,Salario Base (csp) PAG PROVA VANESSA FER,,0,,03/2025,0,0,,,,6797,,,,,,1,2025-03-19,17236061702,120,-,3
2,8898,99,2025-03-19,134.82,Pagamento de terceiros - FACEMS/NAV RECA,,0,,03/2025,0,0,,,,6798,,,,,,1,2025-03-19,17236061704,134.82,-,3
2,8899,99,2025-03-19,1181.86,Pagamento de terceiros - FACEMS/NAV RECA,,0,,03/2025,0,0,,,,6799,,,,,,1,2025-03-19,17236061715,1181.86,-,3
2,8900,99,2025-03-19,2135.26,Pagamento de terceiros - FACEMS/NAV RECA,,0,,03/2025,0,0,,,,6800,,,,,,1,2025-03-19,17236061725,2135.26,-,3
2,8901,99,2025-03-19,429.82,Pagamento de terceiros - FACEMS/NAV RECA,,0,,03/2025,0,0,,,,6801,,,,,,1,2025-03-19,17236061802,429.82,-,3
2,8902,99,2025-03-19,2863.54,Pagamento de terceiros - FACEMS/NAV MULT,,0,,03/2025,0,0,,,,6802,,,,,,1,2025-03-19,17236084806,2863.54,-,3
2,8903,99,2025-03-19,36.03,Pagamento de terceiros - FACEMS/NAV CONT,,0,,03/2025,0,0,,,,6803,,,,,,1,2025-03-19,17236084807,36.03,-,3
2,8904,99,2025-03-19,59,Pagamento de terceiros - FACEMS/NAV KEIP,,0,,03/2025,0,0,,,,6804,,,,,,1,2025-03-19,17236084817,59,-,3
2,8905,99,2025-03-19,80,Pro-labore TRANF. FACEMS,,0,,03/2025,0,0,,,,6805,,,,,,1,2025-03-19,17236084831,80,-,3
2,8906,99,2025-03-19,143.21,Pagamento de terceiros - FACEMS/ITAQ CON,,0,,03/2025,0,0,,,,6806,,,,,,1,2025-03-19,17236084851,143.21,-,3
2,8907,99,2025-03-19,59,Pagamento de terceiros - FACEMS/NAV LUIS,,0,,03/2025,0,0,,,,6807,,,,,,1,2025-03-19,17236084880,59,-,3
2,8908,99,2025-03-19,95,Manutenção e conservação predial (csp) C,,0,,03/2025,0,0,,,,6808,,,,,,1,2025-03-19,17236084942,95,-,3
7,8909,99,2025-03-18,1700,Transferência bancária (entre contas) PI,,0,,03/2025,0,0,,,,6809,,,,,,1,2025-03-18,202503181170000,1700,-,3
7,8910,99,2025-03-18,10,Pagamento de terceiros - FACEMS/NAV TARI,,0,,03/2025,0,0,,,,6810,,,,,,1,2025-03-18,2025031811000,10,-,3
7,8911,2,2025-03-18,1710,BB RENDE FÁCIL,9903,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-18,202503180171000,1710,+,2
7,8912,2,2025-03-19,11300,TRANSFERÊNCIA RECEBIDA - 19/03 12:40 CEN,550954000042617,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-19,202503190113000,11300,+,2
7,8913,99,2025-03-19,4431.42,FGTS (csp) FTGS EM TRASO WILLIAN,,0,,03/2025,0,0,,,,6811,,,,,,1,2025-03-19,202503191443142,4431.42,-,3
7,8914,99,2025-03-19,1970,Transferência bancária (entre contas) PI,,0,,03/2025,0,0,,,,6812,,,,,,1,2025-03-19,202503191197000,1970,-,3
7,8915,99,2025-03-19,1492.06,Pagamento de terceiros - FACEMS/NAV FGTS,,0,,03/2025,0,0,,,,6813,,,,,,1,2025-03-19,202503191149206,1492.06,-,3
6,8931,4,2025-03-20,601.94,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1667,1,2025-03-20,20250320060194,601.94,+,3
6,8932,99,2025-03-20,50,Pro-labore PIX LDIRCEU NERIS DE SOUZA -E,,0,,03/2025,0,0,,,,6823,,,,,,1,2025-03-20,2025032015000,50,-,3
6,8933,99,2025-03-20,1350,Transferência bancária (entre contas) PI,,0,,03/2025,0,0,,,,6824,,,,,,1,2025-03-20,202503201135000,1350,-,3
6,9052,4,2025-03-26,7696.6,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1691,1,2025-03-26,202503260769660,7696.6,+,3
6,9053,99,2025-03-26,170,Pro-labore PIX ROSEMARY TEKA -ELAINE,,0,,03/2025,0,0,,,,6915,,,,,,1,2025-03-26,20250326117000,170,-,3
6,8935,99,2025-03-20,1000,Propaganda e publicidade LOCAÇAO OUTDOOR,,0,,03/2025,0,0,,,,6826,,,,,,,,,,,
6,8936,99,2025-03-20,20.9,Pagamento de terceiros - CEI/ITAQ TARIFA,,0,,03/2025,0,0,,,,6827,,,,,,,,,,,
2,8916,5,2025-03-19,1970,RECEBIMENTO PIX-PIX_CRED  08645287000119,,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-19,17236036158,1970,+,2
7,8917,99,2025-03-19,923.44,Pagamento de terceiros - CEI/ITAQ CONTA ,,0,,03/2025,0,0,,,,6814,,,,,,1,2025-03-19,20250319192344,923.44,-,3
7,9034,2,2025-03-24,1987.77,BB RENDE FÁCIL - RENDE FACIL,9903,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-24,202503240198777,1987.77,+,2
6,8937,2,2025-03-20,4126.29,BB RENDE FÁCIL - RENDE FACIL,9903,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-20,202503200412629,4126.29,+,2
6,9497,99,2025-04-28,40,Serviços prestados (csp) DEP. GLAUCE PRO,,0,,04/2025,0,0,,,,7282,,,,,,1,2025-04-28,2025042814000,40,-,3
6,8939,99,2025-03-21,720,Pagamento de salario (Polo Itaquirai) CO,,0,,03/2025,0,0,,,,6829,,,,,,1,2025-03-21,20250321172000,720,-,3
6,9498,99,2025-04-28,40,Serviços prestados (csp) DEP. RENATO PRO,,0,,04/2025,0,0,,,,7283,,,,,,1,2025-04-28,202504281400011,40,-,3
7,8940,99,2025-03-19,10,Pagamento de terceiros - FACEMS/NAV TARI,,0,,03/2025,0,0,,,,6830,,,,,,1,2025-03-19,2025031911000,10,-,3
7,8941,99,2025-03-19,1067.8,BB RENDE FÁCIL - RENDE FACIL,9903,,,03/2025,0,0,0,0,0,6831,0,,0,,,1,2025-03-19,202503191106780,1067.8,-,2
7,8920,99,2025-03-19,399.16,Pagamento de terceiros - FACEMS/NAV ACER,,0,,03/2025,0,0,,,,6817,,,,,,1,2025-03-19,20250319139916,399.16,-,3
7,9035,99,2025-03-25,250,Pagamento de terceiros - FACEMS/NAV COMP,,0,,03/2025,0,0,,,,6902,,,,,,1,2025-03-25,20250325125000,250,-,3
6,9499,99,2025-04-28,59,Pagamento de terceiros - FACEMS/DOU SOLA,,0,,04/2025,0,0,,,,7284,,,,,,1,2025-04-28,2025042815900,59,-,3
7,8942,5,2025-03-20,1350,PIX - RECEBIDO - 20/03 11:38 04571721000,201138505918892,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-20,202503200135000,1350,+,2
7,8943,4,2025-03-20,220.23,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1668,1,2025-03-20,20250320022023,220.23,+,3
7,8944,4,2025-03-20,710.08,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1669,1,2025-03-20,20250320071008,710.08,+,3
7,8945,4,2025-03-20,811.31,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1670,1,2025-03-20,20250320081131,811.31,+,3
7,8946,4,2025-03-20,2579.94,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1671,1,2025-03-20,202503200257994,2579.94,+,3
7,8948,4,2025-03-20,95.49,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1673,1,2025-03-20,2025032009549,95.49,+,3
7,8949,99,2025-03-20,3948.58,Pagamento Salario(Facems) ACERTO DEMISSI,,0,,03/2025,0,0,,,,6832,,,,,,1,2025-03-20,202503201394858,3948.58,-,3
7,8950,4,2025-03-20,106.35,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1674,1,2025-03-20,20250320010635,106.35,+,3
7,8951,5,2025-03-21,1900,PIX - RECEBIDO - 21/03 15:22 53247736000,425813394979291,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-21,202503210190000,1900,+,2
7,8952,99,2025-03-21,250,Pro-labore PIX CLEITON FERREIRA LOPES-EL,,0,,03/2025,0,0,,,,6833,,,,,,1,2025-03-21,20250321125000,250,-,3
7,8953,99,2025-03-21,1000,Pagamento Salario (Unopar) SALARIO THAIS,,0,,03/2025,0,0,,,,6834,,,,,,1,2025-03-21,202503211100000,1000,-,3
7,8954,99,2025-03-21,1000,Pro-labore EXPRESSO DOURADOS CAMPO GRAND,,0,,03/2025,0,0,,,,6835,,,,,,,,,,,
7,8955,99,2025-03-21,200,Pro-labore PIX FABIANA NUNES FERREIRA EL,,0,,03/2025,0,0,,,,6836,,,,,,1,2025-03-21,20250321120000,200,-,3
7,8956,99,2025-03-21,24.25,Pagamento de terceiros - FACEMS/NAV TARI,,0,,03/2025,0,0,,,,6837,,,,,,1,2025-03-21,2025032112425,24.25,-,3
7,9036,99,2025-03-25,2.47,Pagamento de terceiros - FACEMS/NAV TARI,,0,,03/2025,0,0,,,,6903,,,,,,1,2025-03-25,202503251247,2.47,-,3
7,8957,99,2025-03-20,1924.82,BB RENDE FÁCIL - RENDE FACIL,9903,,,03/2025,0,0,0,0,0,6838,0,,0,,,1,2025-03-20,202503201192482,1924.82,-,2
7,8958,2,2025-03-21,574.25,BB RENDE FÁCIL,9903,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-21,20250321057425,574.25,+,2
5,8959,4,2025-03-20,387.55,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1675,1,2025-03-20,20250320038755,387.55,+,3
5,8960,4,2025-03-20,528.29,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1676,1,2025-03-20,20250320052829,528.29,+,3
5,8961,4,2025-03-20,520.97,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1677,1,2025-03-20,20250320052097,520.97,+,3
5,8962,4,2025-03-20,783.66,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1678,1,2025-03-20,20250320078366,783.66,+,3
5,8963,4,2025-03-20,552.96,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1679,1,2025-03-20,20250320055296,552.96,+,3
5,8964,4,2025-03-20,3296.89,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1680,1,2025-03-20,202503200329689,3296.89,+,3
5,8965,4,2025-03-20,934.06,Venda Depósito Bancário,,0,,03/2025,0,0,,,,,,,,VD,1681,1,2025-03-20,20250320093406,934.06,+,3
5,8966,99,2025-03-20,450.27,Material de expediente (csp) PAPELARIA P,,0,,03/2025,0,0,,,,6839,,,,,,1,2025-03-20,20250320145027,450.27,-,3
5,8967,99,2025-03-20,600,Pagamento Salario(Facems) TUTORIA DE EST,,0,,03/2025,0,0,,,,6840,,,,,,1,2025-03-20,20250320160000,600,-,3
5,8968,99,2025-03-20,200,Doações DOAÇAO APAE,,0,,03/2025,0,0,,,,6841,,,,,,1,2025-03-20,20250320120000,200,-,3
5,8969,99,2025-03-20,600,Pagamento Salario (Unopar) VALE LUCINEIA,,0,,03/2025,0,0,,,,6842,,,,,,1,2025-03-20,202503201600001,600,-,3
5,8970,99,2025-03-20,300,Pagamento Salario (Unopar) VALE TANIA MA,,0,,03/2025,0,0,,,,6843,,,,,,1,2025-03-20,20250320130000,300,-,3
5,8971,99,2025-03-20,300,Pagamento Salario (Unopar) VALE ANDRIELL,,0,,03/2025,0,0,,,,6844,,,,,,1,2025-03-20,202503201300001,300,-,3
5,8972,99,2025-03-20,1390.98,Pagamento de terceiros - FACEMS/DOU CAIX,,0,,03/2025,0,0,,,,6845,,,,,,1,2025-03-20,202503201139098,1390.98,-,3
5,8973,99,2025-03-20,132,Cofins CONFIN COLEGIO NAVIRAI,,0,,03/2025,0,0,,,,6846,,,,,,1,2025-03-20,20250320113200,132,-,3
5,8974,99,2025-03-20,28.6,PIS PIS COLEGIO NAVIRAI,,0,,03/2025,0,0,,,,6847,,,,,,1,2025-03-20,2025032012860,28.6,-,3
5,8975,99,2025-03-20,296.46,PIS PIS CENTRO EDUCACIONAL DE ITAQUIRAI,,0,,03/2025,0,0,,,,6849,,,,,,1,2025-03-20,20250320129646,296.46,-,3
5,8976,99,2025-03-20,106.2,Pagamento de terceiros - FACEMS/NAV MATR,,0,,03/2025,0,0,,,,6850,,,,,,1,2025-03-20,20250320110620,106.2,-,3
5,8977,99,2025-03-20,99.75,Pagamento de terceiros - FACEMS/NAV RAFA,,0,,03/2025,0,0,,,,6851,,,,,,1,2025-03-20,2025032019975,99.75,-,3
5,8978,99,2025-03-20,178,Telefone CONTA DE TELEFONE FIXO ,,0,,03/2025,0,0,,,,6852,,,,,,1,2025-03-20,20250320117800,178,-,3
5,8979,99,2025-03-20,47.82,Serviços prestados (csp) ACEN NAVIRAI,,0,,03/2025,0,0,,,,6853,,,,,,1,2025-03-20,2025032014782,47.82,-,3
5,8980,99,2025-03-20,52.97,Serviços prestados (csp) ACEN NAVIRAI,,0,,03/2025,0,0,,,,6854,,,,,,1,2025-03-20,2025032015297,52.97,-,3
5,8981,99,2025-03-20,47.82,Pagamento de terceiros - CEI/ITAQ ACEN C,,0,,03/2025,0,0,,,,6855,,,,,,1,2025-03-20,202503201478211,47.82,-,3
5,8982,99,2025-03-20,356.09,Manutenção e conservação predial (csp) M,,0,,03/2025,0,0,,,,6856,,,,,,1,2025-03-20,20250320135609,356.09,-,3
5,8983,99,2025-03-20,872.72,Pro-labore COLEGIO DUDU,,0,,03/2025,0,0,,,,6857,,,,,,1,2025-03-20,20250320187272,872.72,-,3
5,8984,99,2025-03-20,1000,Salario-Base  VALE PARA A FRAN,,0,,03/2025,0,0,,,,6858,,,,,,1,2025-03-20,202503201100000,1000,-,3
5,8985,99,2025-03-20,7000,Serviços prestados (csp) SALARIO CLAYTON,,0,,03/2025,0,0,,,,6859,,,,,,1,2025-03-20,202503201700000,7000,-,3
5,8986,99,2025-03-20,39.2,Pagamento de terceiros - FACEMS/DOU TARI,,0,,03/2025,0,0,,,,6860,,,,,,1,2025-03-20,2025032013920,39.2,-,3
5,8987,2,2025-03-20,6269.33,BB RENDE FÁCIL - RENDE FACIL,9903,,,03/2025,0,0,0,0,0,0,0,,0,,,1,2025-03-20,202503200626933,6269.33,+,2
5,8988,99,2025-03-21,59,Pagamento de terceiros - FACEMS/DOU EULE,,0,,03/2025,0,0,,,,6861,,,,,,1,2025-03-21,2025032115900,59,-,3
